adult,id,original_language,original_title,popularity,title,release_date
False,45288,ja,はじめの一歩 間柴vs木村 死刑執行,2.0724,Fighting Spirit - Mashiba vs. Kimura,2003-09-05
False,870404,en,Meteor,2.0722,Meteor,2021-09-01
False,672515,ja,女銀行員暴行オフィス,2.0722,Female Bank Teller: Rape Office,1985-10-12
False,18562,en,Gung Ho!,2.0722,Gung Ho!,1943-12-20
False,14728,en,The Librarian: The Curse of the Judas Chalice,2.0722,The Librarian: The Curse of the Judas Chalice,2008-10-25
False,757860,zh,晴雅集,2.072,The Yin-Yang Master: Dream of Eternity,2020-12-24
False,1507445,en,Faith in the Flames: The Nichole Jolly Story,2.0719,Faith in the Flames: The Nichole Jolly Story,2025-07-19
False,11229,en,Freeway,2.0715,Freeway,1996-08-23
False,92341,en,Bird of Paradise,2.0713,Bird of Paradise,1932-08-12
False,27033,en,The Strange Love of Martha Ivers,2.0713,The Strange Love of Martha Ivers,1946-08-19
False,8996,de,Europa Europa,2.0713,Europa Europa,1990-11-14
False,1141700,en,Extraction 3,2.0711,Extraction 3,
False,28963,en,The Thief of Bagdad,2.0709,The Thief of Bagdad,1924-03-18
False,582570,en,Sextuplets,2.0707,Sextuplets,2019-08-16
False,58235,pt,Bruna Surfistinha,2.0707,Confessions of a Brazilian Call Girl,2011-02-25
False,74534,en,The Best Exotic Marigold Hotel,2.0705,The Best Exotic Marigold Hotel,2012-02-23
False,405873,ja,制服肉奴隷,2.07,Seifuku niku dorei,1985-05-22
False,2657,en,Pleasantville,2.07,Pleasantville,1998-09-17
False,833237,ja,極楽銭湯 巨乳湯もみ,2.0693,Gokuraku sentô: Kyonyû yumomi,2011-08-11
False,25278,ja,劇場版ワンピース エピソードオブアラバスタ 砂漠の王女と海賊たち,2.069,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,2007-03-03
False,9012,en,Jackass: The Movie,2.0755,Jackass: The Movie,2002-10-25
False,39154,en,The Giant Spider Invasion,2.0753,The Giant Spider Invasion,1975-10-16
False,1203097,tl,Ganti-Ganti,2.0752,Ganti-Ganti,2023-12-01
False,1205892,cn,私家偵探,2.0751,Behind the Shadows,2025-05-31
False,9994,en,The Great Mouse Detective,2.075,The Great Mouse Detective,1986-07-02
False,414770,ja,アンチポルノ,2.0749,Antiporno,2017-01-28
False,136,en,Freaks,2.0747,Freaks,1932-01-01
False,744264,en,The Devil Made Me Do It,2.0742,The Devil Made Me Do It,2012-09-29
False,397883,en,The Fatal Game,2.0742,The Fatal Game,1996-05-17
False,3053,en,The Fearless Vampire Killers,2.0741,The Fearless Vampire Killers,1967-11-13
False,12613,ja,ストリートファイター II MOVIE,2.0735,Street Fighter II: The Animated Movie,1994-08-06
False,1290182,ko,"그 시절, 우리가 좋아했던 소녀",2.0734,You Are the Apple of My Eye,2025-02-21
False,64328,en,The Muppets,2.0734,The Muppets,2011-11-22
False,837881,en,She Said,2.0733,She Said,2022-11-17
False,11158,en,"Honey, I Blew Up the Kid",2.0732,"Honey, I Blew Up the Kid",1992-07-16
False,60555,en,Ride in the Whirlwind,2.0731,Ride in the Whirlwind,1966-10-23
False,147632,en,Hostage,2.0729,Hostage,1983-05-03
False,1267224,ru,Любви не бывает?,2.0728,Is There No Such Thing As Love?,2024-05-01
False,86328,en,Terrifier,2.0726,Terrifier,2011-08-09
False,438857,zh,決戰食神,2.0725,Cook Up a Storm,2017-02-10
False,91561,en,Deadline,2.0812,Deadline,1980-01-01
False,10733,en,The Alamo,2.0804,The Alamo,2004-04-07
False,21032,en,Balto,2.0803,Balto,1995-12-22
False,376812,hi,सुल्तान,2.0799,Sultan,2016-07-06
False,17917,en,Oliver!,2.0795,Oliver!,1968-09-26
False,990691,da,Kærlighed for voksne,2.079,Loving Adults,2022-08-26
False,922806,ja,空色ユーティリティ,2.0782,Sorairo Utility,2021-12-31
False,787450,en,ETs Among Us 6: My Cosmic Journey - Revelations of a Psychic CEO,2.078,ETs Among Us 6: My Cosmic Journey - Revelations of a Psychic CEO,2020-09-10
False,571648,ko,지푸라기라도 잡고 싶은 짐승들,2.078,Beasts Clawing at Straws,2020-02-19
False,10991,ja,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,2.0779,Pokémon 3: The Movie,2000-07-08
False,86837,fr,Amour,2.0776,Amour,2012-09-20
False,960481,mn,Хотулун гүнж: Алтан судрын эрэлд,2.0774,The Warrior Princess,2021-12-03
False,863929,it,Vicini di casa,2.0771,Vicini di casa,2022-12-01
False,441643,fr,L'Homme mystérieux,2.077,Obsession,1934-03-23
False,5516,en,The Ladykillers,2.077,The Ladykillers,2004-03-25
False,1145758,en,Birder,2.0767,Birder,2023-08-11
False,31509,en,Way Down East,2.0764,Way Down East,1920-09-03
False,960876,hi,डंकी,2.0762,Dunki,2023-12-21
False,28981,en,Escape to Athena,2.076,Escape to Athena,1979-05-21
False,703745,en,Deep Blue Sea 3,2.0755,Deep Blue Sea 3,2020-08-25
False,381341,it,Perfetti sconosciuti,2.086,Perfect Strangers,2016-02-11
False,346170,en,The Chosen,2.0857,The Chosen,2015-07-23
False,228973,en,Backcountry,2.0856,Backcountry,2015-03-20
False,1232645,en,The Vampire Next Door,2.0851,The Vampire Next Door,2024-01-18
False,445954,en,Acts of Vengeance,2.0851,Acts of Vengeance,2017-10-27
False,12577,en,Riders,2.0849,Steal,2002-05-08
False,741093,ru,Ботан и супербаба,2.0848,The Nerd and the Supergirl,2022-05-12
False,43370,en,The Lusty Men,2.0846,The Lusty Men,1952-10-24
False,575776,en,Saint Maud,2.0845,Saint Maud,2020-10-09
False,103332,en,Ruby Sparks,2.0839,Ruby Sparks,2012-07-25
False,9463,ja,バンパイアハンターD,2.0831,Vampire Hunter D,1985-12-21
False,10152,en,Dumb and Dumberer: When Harry Met Lloyd,2.083,Dumb and Dumberer: When Harry Met Lloyd,2003-04-14
False,989238,fr,La fille de son père,2.0826,No Love Lost,2023-12-20
False,727796,fr,Heartbeat,2.0825,Heartbeat,2020-06-30
False,178172,ja,フィギュアなあなた,2.0824,"Hello, My Dolly Girlfriend",2013-06-15
False,339503,en,Iconoclast,2.0823,Iconoclast,2012-03-22
False,89351,en,Daddy's Deadly Darling,2.0817,Daddy's Deadly Darling,1973-05-25
False,12094,en,Jackass Number Two,2.0817,Jackass Number Two,2006-09-22
False,1193640,zh,照明商店,2.0816,Love Life Light,2023-12-08
False,13151,en,Scooby-Doo on Zombie Island,2.0816,Scooby-Doo on Zombie Island,1998-09-22
False,526224,en,Big Legend,2.0983,Big Legend,2018-07-01
False,12902,en,Scooby-Doo! and the Loch Ness Monster,2.0981,Scooby-Doo! and the Loch Ness Monster,2004-05-20
False,1454308,mn,Дур тачаалын эрэлд 5,2.0975,The Pursuit of Lust 5,2025-03-23
False,387592,en,Early Man,1.9152,Early Man,2018-01-26
False,976720,en,Vesper,1.8982,Vesper,2022-08-17
False,512263,en,Honey Boy,2.0969,Honey Boy,2019-09-28
False,24657,sv,Offret,2.0967,The Sacrifice,1986-05-09
False,9092,en,Snow White: A Tale of Terror,2.0967,Snow White: A Tale of Terror,1997-07-18
False,9569,en,Hard to Kill,2.0965,Hard to Kill,1990-02-09
False,14817,en,Good Burger,2.0964,Good Burger,1997-07-25
False,42517,en,The Big Doll House,2.0963,The Big Doll House,1971-04-30
False,992774,tl,Cuatro,2.0953,Cuatro,2023-03-31
False,8489,en,Ali,2.0953,Ali,2001-12-10
False,18775,en,Demon Seed,2.0946,Demon Seed,1977-04-07
False,5723,en,Once,2.0946,Once,2007-03-23
False,58244,en,Upside Down,2.0945,Upside Down,2012-09-27
False,96724,en,Anna Karenina,2.0944,Anna Karenina,2012-09-06
False,759297,tl,Ang Kasambahay,2.094,The Housemaid,2021-09-10
False,596247,es,Pacto de fuga,1.7794,Pacto de Fuga,2020-01-23
False,699715,ja,バージン協奏曲 それゆけ純白パンツ!,2.0935,Virgin Concerto,2019-10-05
False,721656,en,"Happy Halloween, Scooby-Doo!",2.0919,"Happy Halloween, Scooby-Doo!",2020-10-06
False,718014,en,Hold Your Breath,2.0919,Hold Your Breath,2024-09-12
False,549514,en,Fatale,2.0918,Fatale,2020-12-18
False,829799,en,Paradise City,2.0915,Paradise City,2022-11-11
False,325592,en,Camp Belvidere,2.0914,Camp Belvidere,2014-08-26
False,957863,cn,年少日記,2.0911,Time Still Turns the Pages,2023-11-16
False,457712,en,The VelociPastor,2.091,The VelociPastor,2018-09-28
False,420426,ja,ブリーチ,2.0908,Bleach,2018-07-20
False,547479,en,The Ghost Club: Spirits Never Die,2.0907,The Ghost Club: Spirits Never Die,2013-10-31
False,984142,en,Death Count,2.0905,Death Count,2022-07-19
False,354859,en,The Promise,2.0904,The Promise,2016-12-02
False,28050,it,Il rosso segno della follia,2.0904,Hatchet for the Honeymoon,1970-06-02
False,6961,en,The Wedding Date,2.0904,The Wedding Date,2005-02-04
False,31510,en,Ben-Hur: A Tale of the Christ,2.0902,Ben-Hur: A Tale of the Christ,1925-12-25
False,14620,en,The Butterfly Effect 2,2.0899,The Butterfly Effect 2,2006-08-17
False,2246,en,Malice,2.0898,Malice,1993-09-29
False,21136,ja,ナイスの森〜The First Contact〜,2.0895,Funky Forest: The First Contact,2005-10-25
False,823766,en,The Wonder,2.0894,The Wonder,2022-11-02
False,457837,zh,绣春刀II：修罗战场,2.0893,Brotherhood of Blades II: The Infernal Battlefield,2017-06-18
False,142988,en,Get a Life!,2.0891,Get a Life!,2012-07-28
False,8489,en,Ali,2.0953,Ali,2001-12-10
False,18775,en,Demon Seed,2.0946,Demon Seed,1977-04-07
False,5723,en,Once,2.0946,Once,2007-03-23
False,58244,en,Upside Down,2.0945,Upside Down,2012-09-27
False,96724,en,Anna Karenina,2.0944,Anna Karenina,2012-09-06
False,430447,ja,メアリと魔女の花,2.0941,Mary and The Witch's Flower,2017-07-08
False,239562,en,The Single Moms Club,2.0941,The Single Moms Club,2014-03-14
False,759297,tl,Ang Kasambahay,2.094,The Housemaid,2021-09-10
False,699715,ja,バージン協奏曲 それゆけ純白パンツ!,2.0935,Virgin Concerto,2019-10-05
False,85723,ko,무릎과 무릎 사이,2.0935,Between the Knees,1984-09-30
False,1255208,en,Bag of Lies,2.0931,Bag of Lies,2024-03-29
False,860159,en,Crush,2.093,Crush,2022-04-29
False,317124,en,Rosetta: Audio/Visual,2.0926,Rosetta: Audio/Visual,2014-12-25
False,409541,en,The Scandalous Four,2.0922,The Scandalous Four,2011-06-15
False,407445,en,Breathe,2.0922,Breathe,2017-10-13
False,10413,en,Nowhere to Run,2.0922,Nowhere to Run,1993-01-15
False,3784,en,Frankie and Johnny,2.0922,Frankie and Johnny,1991-10-11
False,653598,en,Spree,2.092,Spree,2020-08-14
False,18867,zh,招半式闖江湖,2.092,Half a Loaf of Kung Fu,1978-06-30
False,1158996,fr,L'Histoire de Souleymane,2.0919,Souleymane's Story,2024-10-09
False,323677,en,Race,2.1006,Race,2016-02-19
False,160806,cn,紅燈區,2.1004,Street Angels,1996-06-07
False,812583,en,Wake Up Dead Man: A Knives Out Mystery,2.1001,Wake Up Dead Man: A Knives Out Mystery,2025-10-08
False,770640,en,The Quick and Dirty,2.1001,The Quick and Dirty,2019-08-23
False,453635,en,Naked and Betrayed,2.0994,Naked and Betrayed,2004-04-22
False,204,fr,Le Salaire de la peur,2.099,The Wages of Fear,1953-04-22
False,830938,zh,我要我们在一起,2.0984,Love Will Tear Us Apart,2021-05-20
False,284303,de,"Ich seh, Ich seh",2.0984,Goodnight Mommy,2015-01-08
False,12289,zh,赤壁,2.0984,Red Cliff,2008-07-10
False,526224,en,Big Legend,2.0983,Big Legend,2018-07-01
False,412988,en,The Happytime Murders,2.0981,The Happytime Murders,2018-08-22
False,12902,en,Scooby-Doo! and the Loch Ness Monster,2.0981,Scooby-Doo! and the Loch Ness Monster,2004-05-20
False,1454308,mn,Дур тачаалын эрэлд 5,2.0975,The Pursuit of Lust 5,2025-03-23
False,512263,en,Honey Boy,2.0969,Honey Boy,2019-09-28
False,24657,sv,Offret,2.0967,The Sacrifice,1986-05-09
False,9092,en,Snow White: A Tale of Terror,2.0967,Snow White: A Tale of Terror,1997-07-18
False,9569,en,Hard to Kill,2.0965,Hard to Kill,1990-02-09
False,14817,en,Good Burger,2.0964,Good Burger,1997-07-25
False,42517,en,The Big Doll House,2.0963,The Big Doll House,1971-04-30
False,992774,tl,Cuatro,2.0953,Cuatro,2023-03-31
False,726208,es,Voces,2.1061,Don't Listen,2020-07-24
False,553168,ja,横須賀男狩り 少女・悦楽,2.1059,Girl’s Pleasure: Man Hunting,1977-05-21
False,22718,en,Attack of the Giant Leeches,2.1055,Attack of the Giant Leeches,1959-10-01
False,2320,en,Executive Decision,2.1054,Executive Decision,1996-03-15
False,68507,th,จันดารา,2.1053,Jan Dara,2001-09-28
False,13944,en,Passengers,2.1041,Passengers,2008-09-26
False,1129610,ja,劇場総集編ぼっち・ざ・ろっく！Re:,2.1037,BOCCHI THE ROCK! Recap Part 1,2024-06-07
False,298404,cn,省港流鶯,2.1037,Sex for Sale,1993-02-19
False,484567,en,Cheer Up Baby,2.1033,Cheer Up Baby,2017-09-30
False,2981,en,The Lost World,2.1033,The Lost World,1925-02-02
False,435800,zh,西游·伏妖篇,2.103,Journey to the West: The Demons Strike Back,2017-01-28
False,555058,en,8 Remains,2.1029,8 Remains,2018-11-23
False,348668,da,Flaskepost fra P,2.1027,A Conspiracy of Faith,2016-03-03
False,418533,en,Three Christs,2.1023,Three Christs,2017-09-23
False,515042,en,Free Solo,2.102,Free Solo,2018-09-28
False,1309923,es,No negociable,2.1018,Non Negotiable,2024-07-25
False,290637,en,Pay the Ghost,2.1018,Pay the Ghost,2015-09-16
False,44730,ja,ワンピース カラクリ城のメカ巨兵,2.1017,One Piece: Giant Mecha Soldier of Karakuri Castle,2006-03-04
False,626914,ko,어린 엄마 3,2.1012,Young Mom 3,2019-05-30
False,823313,en,Dead Or?,2.1006,Dead Or?,2021-04-27
False,460105,ja,リベンジポルノ LOVE IS DEAD,2.1101,Revenge Porn: Love Is Dead,2015-12-25
False,559937,zh,特警队,2.1099,S.W.A.T.,2019-12-29
False,38955,cn,超級計劃,2.1098,Supercop 2,1993-10-21
False,11835,en,Death Sentence,2.1098,Death Sentence,2007-08-31
False,404378,en,A Street Cat Named Bob,2.1095,A Street Cat Named Bob,2016-11-04
False,680860,en,I Want You Back,2.1094,I Want You Back,2022-02-10
False,910,en,The Big Sleep,2.1094,The Big Sleep,1946-08-23
False,1170657,en,Barbie and Stacie to the Rescue,2.1092,Barbie and Stacie to the Rescue,2024-03-03
False,485415,en,Day of the Dead: Bloodline,2.1091,Day of the Dead: Bloodline,2017-12-29
False,522417,en,Scorpion King: Book of Souls,2.109,Scorpion King: Book of Souls,2018-10-23
False,2977,en,Becoming Jane,2.1086,Becoming Jane,2007-03-02
False,75900,en,My Week with Marilyn,2.1081,My Week with Marilyn,2011-11-23
False,11848,en,Animal Farm,2.1081,Animal Farm,1954-12-28
False,266285,da,The Salvation,2.108,The Salvation,2014-05-22
False,252512,en,While We're Young,2.108,While We're Young,2015-03-27
False,493100,en,Robin Williams: Come Inside My Mind,2.1076,Robin Williams: Come Inside My Mind,2018-01-19
False,1117061,tl,Hugot,2.1074,Hugot: The Player,2023-06-30
False,150945,it,La nave delle donne maledette,2.1069,The Ship of Condemned Women,1953-11-15
False,765172,en,Rise of the Teenage Mutant Ninja Turtles: The Movie,2.1066,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022-08-04
False,348892,hi,बजरंगी भाईजान,2.1064,Bajrangi Bhaijaan,2015-07-17
False,35056,en,Date Night,2.1137,Date Night,2010-04-08
False,1362514,en,House on Eden,2.1135,House on Eden,2025-07-25
False,55600,en,Whistle Stop,2.1134,Whistle Stop,1946-01-25
False,1200063,zh,猎金·游戏,2.1131,A Gilded Game,2025-05-01
False,526019,en,Like a Boss,2.1126,Like a Boss,2020-01-09
False,1309643,ta,லெவன்,2.1125,Eleven,2025-05-16
False,14412,en,Body Heat,2.1125,Body Heat,1981-08-28
False,763329,en,Red Rocket,2.1123,Red Rocket,2021-12-10
False,45752,en,Scooby-Doo! Camp Scare,2.1119,Scooby-Doo! Camp Scare,2010-09-14
False,329556,en,Landmine Goes Click,2.1118,Landmine Goes Click,2015-03-03
False,756214,en,Mary Magdalene: Art's Scarlet Woman,2.1116,Mary Magdalene: Art's Scarlet Woman,2017-04-06
False,708981,ko,형수의 성교육,2.1115,Sex Education for the Sister-in-law,2020-03-05
False,362057,en,Martyrs,2.1114,Martyrs,2015-10-09
False,144,de,Der Himmel über Berlin,2.1113,Wings of Desire,1987-09-23
False,497984,zh,捉妖记2,2.1109,Monster Hunt 2,2018-02-16
False,203834,en,Jessabelle,2.1108,Jessabelle,2014-11-07
False,38117,en,Beastly,2.1107,Beastly,2011-01-21
False,123069,en,Swedish Wildcats,2.1105,Swedish Wildcats,1972-01-20
False,727782,ja,どうしようもない恋の唄,2.1104,A Helpless Love Song,2018-01-01
False,391423,ko,입영전야,2.1104,The Night Before Enlisting,2016-04-05
False,731141,cn,玉蒲團之雲雨山莊,2.1166,Battle of Love,1999-11-27
False,784130,fr,La nuit aux amants,2.1165,The Night Belongs to Lovers,2021-12-16
False,10142,en,Casualties of War,2.1162,Casualties of War,1989-08-18
False,486131,en,Shaft,2.116,Shaft,2019-06-14
False,1156594,es,Culpa nuestra,2.1155,Culpa nuestra,
False,2176,en,The Glass House,2.1155,The Glass House,2001-09-14
False,44963,ja,忍者武芸帖 百地三太夫,2.1154,Shogun's Ninja,1980-11-15
False,879957,en,Wyrmwood: Apocalypse,2.1152,Wyrmwood: Apocalypse,2022-02-10
False,175574,en,Free Birds,2.1152,Free Birds,2013-10-30
False,784651,hi,फाइटर,2.1151,Fighter,2024-01-24
False,77951,en,Walking with Dinosaurs,2.1151,Walking with Dinosaurs,2013-12-18
False,49526,en,Premium Rush,2.115,Premium Rush,2012-08-24
False,26922,en,The Corpse Vanishes,2.115,The Corpse Vanishes,1942-05-08
False,106747,en,Machete Kills,2.1149,Machete Kills,2013-09-12
False,295011,en,Patient Zero,2.1145,Patient Zero,2018-09-14
False,371608,en,The Strangers: Prey at Night,2.1143,The Strangers: Prey at Night,2018-03-07
False,133521,pl,Bez wstydu,2.1143,Shameless,2012-07-20
False,523607,en,Maestro,2.1139,Maestro,2023-11-22
False,491283,en,Judy,2.1138,Judy,2019-09-27
False,12107,en,Nutty Professor II: The Klumps,2.1138,Nutty Professor II: The Klumps,2000-07-27
False,18502,en,The Stuff,2.1216,The Stuff,1985-06-14
False,390634,ja,劇場版「Fate/stay night [Heaven’s Feel]」Ⅱ.lost butterfly,2.1213,Fate/stay night: Heaven's Feel II. Lost Butterfly,2019-01-12
False,1242372,zh,从21世纪安全撤离,2.121,Escape from the 21st Century,2024-07-18
False,1017633,en,How to Date Billy Walsh,2.1209,How to Date Billy Walsh,2024-04-04
False,179826,en,Odd Thomas,2.1209,Odd Thomas,2013-01-29
False,400090,en,The Nightingale,2.1205,The Nightingale,2018-09-23
False,545393,en,Union,2.1204,Union,2019-08-02
False,40807,en,50/50,2.1202,50/50,2011-09-30
False,12665,en,Powder,2.1193,Powder,1995-10-27
False,938092,ko,다 받아주는 콜센터,2.119,Call Center Accepts Everything,2021-10-05
False,1020951,hi,चंदू चैंपियन,2.1188,Chandu Champion,2024-06-14
False,527435,en,The Christmas Chronicles,2.1186,The Christmas Chronicles,2018-11-22
False,1256208,it,E poi si vede,2.1185,E poi si vede,2025-03-27
False,10762,en,Without a Paddle,2.1185,Without a Paddle,2004-08-20
False,78557,en,Presumed Dead,2.1184,Presumed Dead,2006-05-08
False,419566,en,LEGO Jurassic World: The Indominus Escape,2.1181,LEGO Jurassic World: The Indominus Escape,2016-10-03
False,383535,en,They're Watching,2.1179,They're Watching,2016-03-25
False,311667,en,Manhattan Night,2.1177,Manhattan Night,2016-05-20
False,35690,en,The Last Song,2.1176,The Last Song,2010-03-31
False,72912,en,Carjacked,2.1167,Carjacked,2011-11-22
False,122857,en,Universal Soldier: Day of Reckoning,2.1262,Universal Soldier: Day of Reckoning,2012-10-04
False,591275,en,Fear Street: 1666,2.1261,Fear Street: 1666,2021-07-14
False,118957,en,Bait,2.1261,Bait,2012-09-05
False,5375,en,Fred Claus,2.1259,Fred Claus,2007-11-09
False,110410,cn,毒戰,2.1255,Drug War,2012-11-15
False,458190,it,Ultimo metrò,2.1254,The Last Subway,1999-03-03
False,26889,en,The Brother from Another Planet,2.1252,The Brother from Another Planet,1984-09-07
False,455761,ko,여자 하숙집,2.1251,Female Hostel,2017-05-11
False,30020,fa,طعم گيلاس,2.1251,Taste of Cherry,1997-09-28
False,1712,en,Giant,2.1251,Giant,1956-11-08
False,446101,en,Assassination Nation,2.125,Assassination Nation,2018-09-21
False,23620,en,Salt of the Earth,2.1245,Salt of the Earth,1954-03-14
False,347629,en,Thank You for Your Service,2.1243,Thank You for Your Service,2017-10-26
False,444986,en,Bill Evans Time Remembered,2.1241,Bill Evans Time Remembered,2015-11-01
